run_id,timestamp_utc,oare_id,status,reason,expected_clue_rows,produced_pairs,accepted_first_pass_pairs,rejected_not_substring,rejected_duplicate,rejected_order,rejected_overlap,second_pass_added_pairs,second_pass_error,leftover_source_text,leftover_target_text
20260323T164546Z,2026-03-23T16:50:16.518979+00:00,0afc88d2-258e-4d6a-8c02-25b605573093,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:50:21.213608+00:00,0e330375-456e-4955-a1a5-083183efa458,completed,ok,1,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:50:50.229087+00:00,11672d83-b960-4dad-8399-05c077aead07,llm_error,Model response was not valid JSON,11,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:51:02.338721+00:00,1252b18d-4b89-4af9-b6b9-199b40c13848,completed,ok,1,3,1.0,0.0,0.0,0.0,0.0,2.0,,um-ma SIG₅-pí-i-a-šur-ma i-na {d}UTU-ši e-lá-lí e-ra-ba-ni lá i-be-at a-na ma-lá na-áš-pè-er-tí-a tí-ir-tám dí-šu-ma ṭur₄-da-šu ú-ma-am iš-tí-in e is-ḫu-ur e-zi-bu-<gap> tù-uš-me-ta-ni ku-ša-ra e-tí-qá-ma e pá-zu-ur a-dí <gap>-pu-ra-am <gap> ku-nam ú-nu-tám i-na-ṣú-ru,The day Elāli arrives he must not stay. Give him orders in accordance with my missive and send him. He must not delay a single day. My partners have abandoned me(?); you have caused my death. We have written to Kuššara. The overseer will travel here and we shall go in a convoy. Do not detain Elāli. I am alone. Elāli should travel in secret. Until I am alone. I have no one to guard the goods.
20260323T164546Z,2026-03-23T16:51:31.814474+00:00,132bb95c-07f6-4ef2-a8ff-ee8a54fbc1d5,llm_error,Model response was not valid JSON,1,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:52:00.588506+00:00,14b6f3ac-433a-4c1e-a029-cbb28750364b,llm_error,Model response was not valid JSON,1,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:52:18.490928+00:00,154bfa3c-bd94-439c-b139-06e6d0a027af,completed,ok,3,2,2.0,1.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:52:47.251553+00:00,15a85aae-a70f-43ca-8af1-f8cd24aaae60,llm_error,Model response was not valid JSON,2,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:53:15.949215+00:00,168d7873-608c-4ba9-9087-5f4945fdc7d7,llm_error,Model response was not valid JSON,1,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:53:44.917610+00:00,16cef975-beef-47dc-972d-e7364c3701b5,llm_error,Model response was not valid JSON,9,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:54:10.086780+00:00,17eabcc2-84f1-4fb0-b151-af6331cb4d17,completed,ok,3,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:54:30.488582+00:00,1c4c71a9-8eb1-4f48-a035-9705450b8968,completed,ok,5,0,0.0,0.0,0.0,0.0,0.0,0.0,,a-na a-šur-DU₁₀ qí-bí-ma um-ma ku-li-a-ma a-na ma-lá té-er-tí-kà a-wa-tám ša a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šur a-na-ku a-šur-ma-lik DUMU ku-ra-ra ù šu-bé-lum DUMU pu-qí-dí a-na 1 ma-na KÙ.BABBAR a-wa-sú ni-ig-mur-ma 1 ma-na KÙ.BABBAR a-šu-mì a-na-aḫ-ì-lí a-na-ku a-pu-ul ṭup-pá-am ša ku-nu-ki-kà ša a-na 1.3333 ma-na KÙ.BABBAR a-na a-na-aḫ-ì-lí ša ṭup-pì-šu lá ta-tù-ru-ú-ni ta-dí-nam šu-ma ṭup-pá-am ša ku-nu-ki-kà a-na-aḫ-ì-lí lá im-ta-aḫ-ra-ni 1 ma-na KÙ.BABBAR a-na a-lim{ki} a-na a-bu-ša-lim a-bi-kà ú-šé-ba-al-ma i-na SAG KÙ.BABBAR ṭup-pá-am ša ku-nu-ki-šu a-bu-ša-lim a-na ša ki-ma i-a-tí ú ša ki-ma a-na-aḫ-ì-lí ša a-na 1.3333 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im a-na a-na-aḫ-ì-lí lá i-tù-ru-ú i-da-an-ma ú ṭup-pá-am ša ku-nu-ki-kà ú-ta-ra-kum-ma ú na-áš-pè-er-tí a-ni tum i-mu-a-at,"To Aššur-ṭāb, thus says Kuliya: In accordance with your instruction we, I myself, Aššur-mālik, son of Kurara, and Šu-Bēlum, son of Puqidi, have settled the affair of Anah-ilī, son of Ṭāb-ṣilli-Aššur, for 1 mina of silver and I myself guaranteed 1 mina of silver in Anah-ilī's name. You gave me a tablet with your seal stating that you would not come back on Anah-ilī for the 1.3333 mina of silver of his debt-note. Should Anah-ilī not recieve from me the tablet with your seal, then I will send to the City, to your father Abu-šalim, 1 mina of silver and as soon as he recieves that silver Abu-šalim will give to my and Anah-ilī's reprisentatives a tablet with his seal stating that he will not come back on Anah-ilī for the 1.3333 mina of silver recorded in his validated tablet. And then I will give you back the tablet with your seal and this letter will be cancelled."
20260323T164546Z,2026-03-23T16:54:36.585885+00:00,1eacdd31-34bc-467a-8f21-3f23fffce832,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,<gap>
20260323T164546Z,2026-03-23T16:55:03.997198+00:00,1f969304-1971-4333-85cc-39a89ef6a900,completed,ok,3,0,0.0,4.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:55:32.938401+00:00,26f6b7ad-6ef2-4fed-91ec-a35c348823d9,llm_error,Model response was not valid JSON,6,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:55:48.795886+00:00,27241e71-4aa3-4a89-9235-991efc5022e6,completed,ok,3,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:56:05.957420+00:00,27661f77-d98f-478c-a73e-3f0541ce75be,completed,ok,3,4,4.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:56:35.284051+00:00,27cdbaba-9b9e-4832-945b-d13d3bf4e2ac,llm_error,Model response was not valid JSON,2,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:56:42.578908+00:00,28983f24-730f-4093-9268-0cba1a8024db,completed,ok,2,1,1.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:57:08.985070+00:00,2976162a-92d3-4197-9256-4c1118f1f517,completed,ok,6,3,3.0,3.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:57:26.021043+00:00,29eb892b-4b02-479a-99e6-b0751948cdaf,completed,ok,1,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:57:54.914855+00:00,2ab54625-1599-4175-ae15-6cdd90b0d960,llm_error,Model response was not valid JSON,9,0,,,,,,,,,
20260323T164546Z,2026-03-23T16:58:00.361558+00:00,2eb4b26f-06be-43ee-8452-e53aae5368a8,completed,ok,1,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:58:34.889137+00:00,2ee64c13-a638-4006-af31-c4b6b39d077c,completed,ok,9,2,2.0,2.0,0.0,0.0,0.0,0.0,,<gap> 5 GÍN KÙ.BABBAR ṣa-ru-pu-um KI šu‑ma‑bi₄‑a iš‑tù a‑lim{ki} i‑na e‑lá‑i‑šu i‑ša‑qal šu‑ma lá iš‑qúl ki‑ma a‑wa‑at kà‑ri‑im ṣí‑ib‑tám ú‑ṣa‑ab ITU.KAM be‑el‑tí‑É.GAL‑lim li‑mu‑um ša qá‑tí DINGIR‑šu‑ra‑bi₄ IGI a‑ta‑dí‑a IGI a‑na‑lí <gap> ṣa‑ru‑pá‑am <gap> DUMU du‑dí‑ki <gap> i‑ṣé‑er PUZUR₄‑a‑šur i‑šu iš‑tù ḫa‑mu‑uš‑tim ša a‑šur‑ma‑lik ù {d}UTU‑ba‑ni a‑n,"<gap> mina of refined silver owed by <gap> son of Dudiki. Puzur-Aššur owes <gap>; they will pay within <gap> weeks reckoned from the week of Aššur-malik and Šamaš-bāni. If they have not paid, they will add interest at the rate <gap> per month per mina. Month Qarraʾātum, eponymy after <gap>"
20260323T164546Z,2026-03-23T16:58:41.581319+00:00,2f4a7da0-252a-44bc-86d5-72e5acaa232d,completed,ok,3,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:58:52.095831+00:00,2fadf172-9737-4b63-ba21-6248bc896588,completed,ok,3,6,2.0,1.0,0.0,1.0,0.0,4.0,,šu-{d}EN.LÍL i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im <gap> a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-la u₄-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb IGI PUZUR₄-a-šùr IGI a-šùr-i-mì-tí IGI šu-a-nim IGI a-šùr-be-el-a-wa-tim,"Witnessed by Puzur-Aššur, by Aššur-imitti, by Šu-Anum, by Aššur-bēl-awātim."
20260323T164546Z,2026-03-23T16:59:10.951013+00:00,2fae4254-c181-4378-a0a5-359c85c791a5,completed,ok,3,5,5.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T16:59:40.354750+00:00,301df795-4d64-426b-9682-02a8c8531208,llm_error,Model response was not valid JSON,9,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:00:08.920335+00:00,311470a1-7909-49cc-8a83-4f7ffea85386,llm_error,Model response was not valid JSON,3,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:00:15.390911+00:00,31f0a2fb-00be-4f3a-b5f5-036afa8582f8,completed,ok,6,0,0.0,0.0,0.0,0.0,0.0,0.0,,<gap> ki-ma lu-qú-tim <gap> ANŠE ni-ma-ḫa-ar <gap> na-áš-pè-er-tí-ni a ṣé-er na-áb-sú-in i-ta-lá-ak a-ta a-ma-kam ṭé-em-kà lu ṣa-ab-ta-ku-um a-šu-mì a-wa-tim ša É sà-ba-sí-a a-dí 5 u₄-me-e KÙ.BABBAR ni-ša-qal-ma te-er-tí-ni za-ku-tum i-lá-kà-kum ú-ṣur-a-num 0.8333 ma-na 4 GÍN KÙ.BABBAR ša-qá-lam lá i-mu-a-ma e-mu-qé-en e-ta-wu-ma <gap>-bi-tám a-ḫi-ka <gap> li-ik-ma 6 <gap>,"Aššur-šamšī and Ennam-Suen seized us and Ennam-Suen said to Aššur-šamšī: Give me the silver that accrues to me"". Aššur-šamšī answered: ""I will / can not give you the silver, for I have <gap> you <gap> for <gap> "". Ennam-Suen said: ""Why is it me that you are<gap> me? Do it..."" ..."
20260323T164546Z,2026-03-23T17:00:42.169641+00:00,331e44ee-fb14-418b-b41c-55abefe272ce,completed,ok,4,1,1.0,3.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:00:46.056864+00:00,3390188c-dad0-4b6d-8acd-e03ab75970de,completed,ok,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:01:14.763675+00:00,33b90e73-c938-4e04-9297-7c505de1516c,llm_error,Model response was not valid JSON,10,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:01:21.124398+00:00,34cf31fc-cc3f-4503-aeca-47f54800c6dc,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:01:50.069931+00:00,358c6b57-f39e-4c7a-8100-db49678f4095,llm_error,Model response was not valid JSON,8,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:01:53.545166+00:00,373f7d4f-f847-4f95-ae8d-329e944c85d3,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:02:22.319745+00:00,37ea781c-687b-4e96-b8a5-c100ddc27f30,llm_error,Model response was not valid JSON,7,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:02:54.042396+00:00,38aa816b-fec2-4c91-8994-1d05a2f2b28a,completed,ok,7,3,1.0,0.0,0.0,0.0,0.0,2.0,,um-ma šál-ma-a-šùr-ma i-a-tí a-na bu-ru-uš-ḫa-dim i-na ma-ak-sú-im a-na ḫu-bu-ul ÌR a-bu-ša-lim ša-qá-lim i-ra-de₈-ú-ni a-ta 30 TÚG ku-ta-ni ù ANŠE ṣa-lá-ma-am ša ÌR tal-qé um-ma šu-be-lúm-ma ke-na ša ÌR-dí-a a-bu-ša-lim al-qé ša-lim-a-šur ša ni-iš a-lim{ki} úz-na-tí-ni il₅-pu-ut um-ma šál-ma-a-šur-ma a-šar ÌR a-na wa-ar-dí-kà lá i-tù-ru ma-a a-na wa-ar-dí-a i-tù-ar um-ma šu-be-lúm-ma šu-ma a-na ku-a-im i-tù-ar a-na TÚG.ḪI.A ù ANŠE a-za-za-kum a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI ú-ra-a IGI ì-lí-dan IGI ma-nu-um-ba-lúm-a-šur,"and Šalim-Aššur said: ""While they are going to lead me to Burušhaddum in fetters in order to pay the debt of the slave Abu-šalim, you on the other hand have taken 30 -textiles and a black donkey from the slave."" Šu-Bēlum answered: ""Yes, I have taken what belongs to my slave Abu-šalim."" Šalim-Aššur impressed on us what was sworn by the City, and Šalim-Aššur said: ""In case the slave does not raise claim against your slave, will he then raise claim against my slave?"" Šu-Bēlum answered: ""If he raises claim against yours, I shall guarantee for the textiles and the donkey."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Uraya, by Ilī-dan, by Mannum-balum-Aššur."
20260323T164546Z,2026-03-23T17:03:23.166405+00:00,3a1e965b-3b71-452c-84a2-7416f7cdf986,llm_error,Model response was not valid JSON,4,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:03:38.938838+00:00,3b1453f8-cdb4-42ea-88a4-c2946c386644,completed,ok,1,4,4.0,2.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:04:08.218559+00:00,3bf9e7ec-79cd-4223-875c-2b751b8bb184,llm_error,Model response was not valid JSON,5,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:04:10.069045+00:00,3d06c7da-995f-4579-9f3d-ae5d0e49d56c,completed,ok,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:04:16.072487+00:00,3d3f904f-5ce0-46dd-815c-e36d32e67396,completed,ok,3,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:04:29.600073+00:00,3df6ee30-93c0-4e3e-9381-7d43a8e0b2a7,completed,ok,2,2,2.0,1.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:04:58.368494+00:00,3e87aad8-cd8c-4f8d-96e9-c68e062d4a1a,llm_error,Model response was not valid JSON,7,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:05:27.742734+00:00,3edc936a-c851-4ea9-9d0c-35388bc61288,llm_error,Model response was not valid JSON,8,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:05:56.791791+00:00,3ef93e68-b40a-4e5a-a839-aa7a710c23d8,llm_error,Model response was not valid JSON,10,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:06:28.075455+00:00,3f236b48-7641-4a64-9bd9-93dbfa123487,completed,ok,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,qí-bi-ma um-ma PUZUR₄-a-šur-ma 1 ma-na KÙ.BABBAR 5 ma-na URUDU 5 ma-na ni-ga-li ša 5 GÍN KÙ.BABBAR ṣí-pá-ra-tim ú a-ni-qí za-áp-ru-tim iš-tí a-li-ki-im pá-ni-im-ma a-na DUMU um-me-a-nim ke-nim dí-in-ma lu-ub-lu-nim a-šu-mì ḫa-ra-an sú-qí-nim áš-ta-na-me-ma a-wa-tum dan-na a-ḫi a-ta tí-ir-ta-kà li-li-kam-ma úz-ni pé-té-e 0.5 ma-na 2 GÍN KÙ.BABBAR ku-nu-ki-a i-na pu-ru-uš-ḫa-dim a-na en-na-nim DUMU a-bi-a e-zi-ib um-ma en-na-num-ma a-na a-ta-a <gap> na-ni a-dí-in-ma <gap> ki ú-šé-bi-lá-ku-um a-ta-a áš-al-ma um-ma a-na-ku-ma en-na-num KÙ.BABBAR ú-šé-bi₄-lá-kà KÙ.BABBAR dí-nam um-ma a-ta-a-ma a-šar KÙ.BABBAR en-na-num i-dí-na-ni šu-ú-ša-al-šu-um lá-áš-qú-lá-kum IGI 2 DUMU um-me-a-ni ú-ra-ki-sú en-na-nam ṣa-ba-at-ma KÙ.BABBAR ša-áš-qí-il₅-šu-ma a-na pá-ni-a šé-bi₄-lam šu-ma ta-da-gal-ma ḫa-ra-an sú-qí-nim lá wa-šu-ra-at-ma iš-tí ILLAT-tim-ma šé-bi-la-am tí-ib-nam ša 2 GÍN KÙ.BABBAR ša <gap> a pá-ni-a p,"Give to a trustworthy affiliated trader 1 mina of silver, 5 minas of copper, 5 minas of sickles, bronze pins worth 5 shekels of silver and -rings - with the first transport, so they may bring it. Concerning the Narrow Track I keep hearing that orders are strict. My dear brother, send word to inform me. I left 0.5 mina 2 shekels of silver under my seal for Ennānum son of Abiya in Purušhaddum. Ennānum said as follows: I gave <gap> to Ataya and he sent <gap> to you. I questioned Ataya, saying: ""Ennānum has sent you with silver. Give me the silver."" Ataya answered: ""In case Ennānum has given me any silver I shall pay you three times back."" I bound him over him with 2 affiliated traders as witnesses. Seize Ennānum and have him pay the silver and send it to me. If you observe that the Narrow Track is not opened up then send it with the caravan itself. Close up <gap> with straw worth 2 shekels of silver for me. My dear brother, I hear that they have not yet sent my maid. Take care so they bring her."
20260323T164546Z,2026-03-23T17:06:33.082003+00:00,4075988b-41c7-4df1-9483-ab0b55c375cd,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:06:43.433103+00:00,41ea24e3-2d8d-46c0-9152-8e7ab40e4723,completed,ok,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,ù a-lá-ḫi-im qí-bi₄-ma a-dí-i na-áš-pè-er-tí ša be-lúm-ba-ni ša té-zi-ba-ni iš-tí-in i-na ba-ri-ku-nu li-li-kam-ma KÙ.BABBAR-áp-ku-nu li-il₅-qé KÙ.BABBAR-áp-ku-nu lá i-ru-aq a-dí-i be-lúm-ba-ni a-na-kam lá na-ṭù-ma tí-ir-tí lá e-zi-ib a-na tí-ša-mu-ur-na lá e-tí-iq a-na SIG₅-pì-i-a-šùr qí-bi₄-ma wa-dí a-wa-tim ša ni-ta-ú-ni ta-am-tí-ší e-et-qám-ma e-et-qám-ma a-šar a-wa-tim i-lá-ku lu né-pu-uš,"Concerning the missive about Bēlum-bāni that you left me, one of you should come and receive your silver. Your silver should not disappear. Concerning Bēlum‑bāni it is not appropriate for me to leave instructions here; he will not go overland to Tišmurna. To Damiq-pī-Aššur: Apparently you have forgotten the matter we discussed. Do come here, come here, so we can do what the situation demands."
20260323T164546Z,2026-03-23T17:06:46.205528+00:00,4225c1e6-5516-4ac2-ae4d-de8d77f77788,completed,ok,2,1,1.0,1.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:07:15.195463+00:00,42b314af-c18c-438e-9cce-feaddc0af869,llm_error,Model response was not valid JSON,1,0,,,,,,,,,
