text_uuid,sentence_uuid,sentence_obj_in_text,line_number,first_word_transcription,first_word_transcription_clean,translation,translation_clean,split,provenance,trust_weight
9715151b-501a-4b99-874f-10eb770c6ae7,4d765e13-25fe-4cab-997c-41c75d0ef0e3,99,24.0,u,u,I also am a man of favors.,I also am a man of favors.,train,gold_sentence_targets,1.0
9715151b-501a-4b99-874f-10eb770c6ae7,c202a7e2-aedb-422b-8ad0-e0c86b8ffe21,105,25.0,ašar,ašar,"Wherever needed, I will do a favor for you.","Wherever needed, I will do a favor for you.",train,gold_sentence_targets,1.0
51e95806-26be-4ac8-b229-1643c1d217be,8d0e6c76-ecfb-4068-bd0e-516489e8241d,3,1.0,,,From Šalim-aḫum to Pūšu-kēn:,From Šalim-aḫum to Pūšu-kēn:,train,gold_sentence_targets,1.0
51e95806-26be-4ac8-b229-1643c1d217be,88e4e48c-017b-472a-9e12-6aa6e31a44e3,12,2.0,,,Your tablet came up and concerning the roughly 4 talents tin which Dān-Aššur left in Kanesh you did not write anything.,Your tablet came up and concerning the roughly 4 talents tin which Dān-Aššur left in Kanesh you did not write anything.,train,gold_sentence_targets,1.0
51e95806-26be-4ac8-b229-1643c1d217be,4e97e8d4-e77e-4512-89be-798cc06c6aa9,48,8.0,,,You wrote.,You wrote.,train,gold_sentence_targets,1.0
51e95806-26be-4ac8-b229-1643c1d217be,d3f8b7f5-452f-496b-9fe2-d981fb8c9b63,82,14.0,,,"While he had arrived, I did not sell anything whatsoever.","While he had arrived, I did not sell anything whatsoever.",train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,33391bfe-6f70-4662-950a-c9fadffec234,3,1.0,,,From Šalim-aḫum to Pūšu-kēn:,From Šalim-aḫum to Pūšu-kēn:,train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,1b52dcee-f321-48b0-be95-5e6618168fce,12,3.0,,,My message has come once or twice to you.,My message has come once or twice to you.,train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,bbbb0480-f489-4605-8887-c0510d919496,19,4.0,,,"I said, ""Give Enna-Suen s. Šū-Ištar his tablet and send all of his property so that the representative of Enna-Suen can give me the tablet with my seal.""","I said, ""Give Enna-Suen s. Šū-Ištar his tablet and send all of his property so that the representative of Enna-Suen can give me the tablet with my seal.""",train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,494f3e9e-a87d-4fbb-b1c2-e544f4c1385e,40,9.0,,,"As for you there, you have not given him the tablet and he has come here and ... of whatever of my son","As for you there, you have not given him the tablet and he has come here and ... of whatever of my son",train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,49e0a7dc-d836-4c42-8701-3a999c7bc53f,53,13.0,,,They made huge promises ????,They made huge promises ????,train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,8bfca3fe-80d3-4fd2-9e43-58761e1c90b2,56,14.0,,,"Now, if he says, ""In the presence of ....","Now, if he says, ""In the presence of ....",train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,ed47fd76-6208-4254-962c-4b6dafe36a19,211,32.0,,,He does not want to take a legal representative.,He does not want to take a legal representative.,train,gold_sentence_targets,1.0
d9f86f1c-878b-4fe7-9508-bcafd3360766,d6e300dd-fcdc-4880-8a02-62846b9ae3ba,216,33.0,,,... two witnesses which ...,... two witnesses which ...,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,d9c82957-992c-4270-a00e-7cea9902db10,2,1.0,umma,umma,From Alāhum and Aššur-idī to Aššur-nādā and Šū-Aššur;,From Alāhum and Aššur-idī to Aššur-nādā and Šū-Aššur;,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,c0f7ea59-926c-4fd4-8703-9b5f4db8fcd6,15,4.0,ana,ana,(specifically) to Aššur-nādā:,(specifically) to Aššur-nādā:,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,e3c8821e-cae1-4709-8714-cae2c702a847,20,5.0,ina,ina,"the same day that you hear the letter Šū-Aššur shall give you 1 talent of tin under the seal of the City, and you must pay him 10 minas of refined silver promptly.","the same day that you hear the letter Šū-Aššur shall give you 1 talent of tin under the seal of the City, and you must pay him 10 minas of refined silver promptly.",train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,b36ff976-b503-4f6c-82e6-ee8e2dead9b8,46,11.0,miššu,miššu,Why is it that you say:,Why is it that you say:,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,b6fbdacb-fada-4e1b-aec0-d46706c6815f,53,12.0,taṣbat,taṣbat,"""You have seized my silver""?","""You have seized my silver""?",train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,90f9b1d8-a402-4f8b-a1c2-82af8c016dcc,56,13.0,kīamma,kīamma,Have I removed any of your silver in this way?,Have I removed any of your silver in this way?,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,652d8a34-c500-4594-9557-01bd05e99c74,59,14.0,ina,ina,Deduct it from the merchandise transported by Ennam-BēIum.,Deduct it from the merchandise transported by Ennam-BēIum.,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,2f24575d-e93a-4037-a71e-22de49984e23,66,16.0,atta,atta,"But you yourself, have you not sent the 15 minas that you promised me from Abum to where it  pleased you?","But you yourself, have you not sent the 15 minas that you promised me from Abum to where it pleased you?",train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,573152ab-7b83-4189-a940-d6a27f87539e,80,19.0,kaspam,kaspam,"As to the silver transported by Izimea and Hinnaya, their terms are overdue.","As to the silver transported by Izimea and Hinnaya, their terms are overdue.",train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,17f32d88-2e7b-46c2-bc61-adad0b0cde64,89,22.0,kaspam,kaspam,Send the silver as soon as possible.,Send the silver as soon as possible.,train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,159cee02-e96e-4ae6-9ae0-a4a7b0290d29,94,23.0,ṭuppam,ṭuppam,"With respect to the certified tablet with the testimony of Lā-qēp and Aššur-imittī son of Amur-ilī, before he leaves you must show him the tablet with his testimony and his seal with one of the travellers as witness, and then erase the words on the tablet.","With respect to the certified tablet with the testimony of Lā-qēp and Aššur-imittī son of Amur-ilī, before he leaves you must show him the tablet with his testimony and his seal with one of the travellers as witness, and then erase the words on the tablet.",train,gold_sentence_targets,1.0
f6b5ebf1-50c3-4998-ad35-6ffda2f4dcf5,217bf099-8514-46e8-88fe-562ba31936ab,122,31.0,apputtum,apputtum,"Please, take Alāhum's tin and scatter it among colleagues and friends and pay him his silver.","Please, take Alāhum's tin and scatter it among colleagues and friends and pay him his silver.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,e4ad24f3-5ac4-420a-a50d-90f99f659d56,3,1.0,ana,ana,To Aššur-nādā and Iddin-Suen from Ilī-ālum:,To Aššur-nādā and Iddin-Suen from Ilī-ālum:,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,8a6d4a26-cb78-4c43-bbe2-5c649c5588dc,14,3.0,ina,ina,"Previously, before you sent me your goods, I wrote to you, (saying): ""Do not send any goods to me!""","Previously, before you sent me your goods, I wrote to you, (saying): ""Do not send any goods to me!""",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,70d797e0-6189-4f4c-a6e6-b2cc734d7f44,28,7.0,atta,atta,"CHECK TRANSLATION: You drive them verily yourself, so that I do not clear any of my own things.","CHECK TRANSLATION: You drive them verily yourself, so that I do not clear any of my own things.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,c04e1dfa-3207-477a-82de-7d02d20a2815,35,9.0,kīma,kīma,"As your goods arrived, I cleared copper worth 10 or 15 minas of silver for Aššur-taklāku, and  kept it back on account of your goods.","As your goods arrived, I cleared copper worth 10 or 15 minas of silver for Aššur-taklāku, and kept it back on account of your goods.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,7de47b66-6306-401b-b378-a4f2f23b0dc0,58,13.0,u,u,"Further, I shall make at least 20 talents of copper or more for you.","Further, I shall make at least 20 talents of copper or more for you.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,4a3ee309-1634-4785-8d80-a3d3effd4579,68,14.0,ūla,ūla,I,I,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,394f5565-44e4-4ecd-942e-42030e3b3e26,79,16.0,u,u,"Also, x minas [you received] from my outstanding claims and thus opened my eyes.","Also, x minas [you received] from my outstanding claims and thus opened my eyes.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,8ac85e71-3a6e-4324-8dfe-ae87415d3358,90,18.0,aššumi,aššumi,You must write to me soon about Šarmama and his partners.,You must write to me soon about Šarmama and his partners.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,eb13063f-1e11-4d05-9931-7dc5547be7da,98,20.0,,,His son is dead.,His son is dead.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,81eac2cd-2b5d-4301-bdef-721a567bd905,101,21.0,lā,lā,We were unable to go to him.,We were unable to go to him.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,63f82ff6-0d36-4948-85dc-96f985d43f01,107,22.0,ina,ina,You will write to me later.,You will write to me later.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,0f6fcc8d-9800-4854-bfbf-d795c3da3d90,111,23.0,sikkatum,sikkatum,During the sikkātum it is not feasible for us to live up to the promises with respect to your outstanding claims.,During the sikkātum it is not feasible for us to live up to the promises with respect to your outstanding claims.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,b083d879-9feb-4e9a-9616-3b7df77a1c2a,120,26.0,nikkassū,nikkassū,The accounting concerning Abum-ilī's enterprise has not taken place.,The accounting concerning Abum-ilī's enterprise has not taken place.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,5936a81e-12cb-4443-b052-7c5f590edfdf,128,28.0,Tūrāya,Tūrāya,"I asked Turaya, who said: ""I balanced 12 shekels of silver for Iddin-Suen.""","I asked Turaya, who said: ""I balanced 12 shekels of silver for Iddin-Suen.""",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,79950dad-c937-44ce-8985-f7a2bc915df7,141,31.0,adi,adi,Twice I have written to you.,Twice I have written to you.,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,6e20720e-3827-48ab-9dbb-9380a96b410f,145,32.0,ana,ana,"Within 3 months after they have paid the balance (and) the price of the textiles has been received, Abum-ilum must pay the balance to you.","Within 3 months after they have paid the balance (and) the price of the textiles has been received, Abum-ilum must pay the balance to you.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,2bff1b89-b147-4401-8bfb-957fc60faa7a,155,34.0,šumma,šumma,"If he does not pay, he must add interest for me.","If he does not pay, he must add interest for me.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,80f27ffc-9d91-4ada-9508-58adc4d32b11,162,36.0,miššum,miššum,Why has he not paid in accordance with his contract?,Why has he not paid in accordance with his contract?,train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,edb59732-19a7-4032-a23a-c971a86654bb,169,37.0,mā,mā,"Indeed, Iddin-Suen will receive 12 shekels from Turaya.","Indeed, Iddin-Suen will receive 12 shekels from Turaya.",train,gold_sentence_targets,1.0
addb9287-2686-445a-903e-3f13bd6decb7,ddd4d9e7-a7fc-4c9f-985d-6df47a7de981,178,38.0,bilat,bilat,Your 5 talents of copper Šalim-beli has brought into Burušhaddum.,Your 5 talents of copper Šalim-beli has brought into Burušhaddum.,train,gold_sentence_targets,1.0
b1ee0540-67dc-4d6c-a9dd-617f4a809829,71ef5aaf-fe48-40f2-881d-c1fdd477c119,3,1.0,umma,umma,From Šalim-aḫum to Pūšu-kēn:,From Šalim-aḫum to Pūšu-kēn:,valid,gold_sentence_targets,1.0
b1ee0540-67dc-4d6c-a9dd-617f4a809829,9d4f7e75-6136-4d97-ade2-638091c08ba0,11,2.0,aššumi,aššumi,"Regarding Ilabrat-bāni about whome you wrote me, you said, ""He requested for management 'ina tašimtim.'""","Regarding Ilabrat-bāni about whome you wrote me, you said, ""He requested for management 'ina tašimtim.'""",valid,gold_sentence_targets,1.0
b1ee0540-67dc-4d6c-a9dd-617f4a809829,543e996c-3aef-4d93-a050-fce594d98c6b,31,6.0,ina,ina,(You sent) your message by express...with the express!? ,(You sent) your message by express...with the express!?,valid,gold_sentence_targets,1.0
b1ee0540-67dc-4d6c-a9dd-617f4a809829,ac6f9472-3235-4ca8-ac30-535ed3895e80,39,8.0,miššu,miššu,Why did you give him anything to manage?,Why did you give him anything to manage?,valid,gold_sentence_targets,1.0
b1ee0540-67dc-4d6c-a9dd-617f4a809829,70e54779-bd76-4bb0-aa68-fd9f58d34e42,47,9.0,ana,ana,What favor has he done for me for all the silver I make him here?,What favor has he done for me for all the silver I make him here?,valid,gold_sentence_targets,1.0
6ad88a0a-b347-4edb-a578-28fae23aaa7d,43d06c2d-7817-424f-a490-9e559efe8c28,20,5.0,,,Kulumaya owes Aššur-mutabbil 12 minas refined silver.,Kulumaya owes Aššur-mutabbil 12 minas refined silver.,train,gold_sentence_targets,1.0
6ad88a0a-b347-4edb-a578-28fae23aaa7d,72d8cc47-90a8-425d-b995-2ec5b8b7bc03,34,8.0,,,He will pay in Kanesh 15 weeks from the month of Teʾinātum eponymate of Enna-Suen .,He will pay in Kanesh 15 weeks from the month of Teʾinātum eponymate of Enna-Suen .,train,gold_sentence_targets,1.0
6ad88a0a-b347-4edb-a578-28fae23aaa7d,b8f3ccd6-a6de-4f2f-903c-3ddab4b63013,52,12.0,,,"If he does not pay the silver in Kanesh at the fulfillment of his term, he will add interest at the colony rate.","If he does not pay the silver in Kanesh at the fulfillment of his term, he will add interest at the colony rate.",train,gold_sentence_targets,1.0
e0fe72bf-874c-46d5-9b98-e263427e397e,eb10924b-e664-4ce9-bd40-30d5740bbf96,3,1.0,ana,ana,To Amur-Ištar and Pūšu-kēn from Kuzallum:,To Amur-Ištar and Pūšu-kēn from Kuzallum:,valid,gold_sentence_targets,1.0
e0fe72bf-874c-46d5-9b98-e263427e397e,d1ad7bc1-f1e8-485a-984d-63734819f2ce,14,4.0,manā,manā,"Amur-Aššur brings you 1 mina 37 1/2 shekels silver belonging to Ḫinnaya under my seal, the price of the gold which the colony office lent out.","Amur-Aššur brings you 1 mina 37 1/2 shekels silver belonging to Ḫinnaya under my seal, the price of the gold which the colony office lent out.",valid,gold_sentence_targets,1.0
e0fe72bf-874c-46d5-9b98-e263427e397e,cf91470c-e531-41d6-a038-97d39277c683,40,10.0,ammākam,ammākam,"There, if you need the textiles of Ḫinnaya for smuggling, pay out the silver.","There, if you need the textiles of Ḫinnaya for smuggling, pay out the silver.",valid,gold_sentence_targets,1.0
e0fe72bf-874c-46d5-9b98-e263427e397e,9ed99a15-c8a5-4249-9de6-69b35899f534,55,14.0,šumma,šumma,"If Ḫinnaya dictated that his goods should be dispatched here, do not in any way send them to me.","If Ḫinnaya dictated that his goods should be dispatched here, do not in any way send them to me.",valid,gold_sentence_targets,1.0
fcbd0ce6-4980-4957-94c1-05308b46c374,e1c80ea8-2493-4e41-9a99-51495b78ff4b,3,1.0,manā,manā,Šū-Suen s. Awarnaḫuš owes 1/2 mina silver to Ikūnum,Šū-Suen s. Awarnaḫuš owes 1/2 mina silver to Ikūnum,train,gold_sentence_targets,1.0
fcbd0ce6-4980-4957-94c1-05308b46c374,c6417789-36a7-4641-94db-7d4124a3f1f5,19,5.0,ištu,ištu,From the ḫamuštum of A-né-nim and Lālim he has 6 weeks to pay.,From the ḫamuštum of A-né-nim and Lālim he has 6 weeks to pay.,train,gold_sentence_targets,1.0
fcbd0ce6-4980-4957-94c1-05308b46c374,21944853-459e-42d3-98d1-e70cb7097939,35,9.0,šumma,šumma,If he does not pay the word of the colony will be added in interest.,If he does not pay the word of the colony will be added in interest.,train,gold_sentence_targets,1.0
fcbd0ce6-4980-4957-94c1-05308b46c374,90eec113-0408-4438-8a02-72b09446f49a,47,13.0,maḫar,mahar,Witness: Ili-ašranni s. Aššur-ṭāb,Witness: Ili-ašranni s. Aššur-ṭāb,train,gold_sentence_targets,1.0
cf788c31-7774-4b91-87d8-4558296631e8,356d5b64-b537-4949-bc60-3ada9001f696,3,1.0,,,"Pūšu-kēn sold 1 black textile for 8 1/2 shekels and 2 tiles for 14 shekels each, when Innāya went to the.","Pūšu-kēn sold 1 black textile for 8 1/2 shekels and 2 tiles for 14 shekels each, when Innāya went to the.",train,gold_sentence_targets,1.0
69566f84-d9d4-40ea-bcc1-10f8c2c64454,ac175c54-ce33-4378-b695-c29232f2014a,11,2.0,u,u,2 minas 44 1/3 shekels silver and 7 shekels gold owed by Itūr-ilī.,2 minas 44 1/3 shekels silver and 7 shekels gold owed by Itūr-ilī.,valid,gold_sentence_targets,1.0
bc4a065c-b1ce-efe7-384c-2b884a55db6a,15371d50-cdef-4dee-9fae-684c4178530f,23,4.0,manā,manā,Puzur-Anna gave 1/2 mina refined silver as the beulātum of Šū-Ištar.,Puzur-Anna gave 1/2 mina refined silver as the beulātum of Šū-Ištar.,train,gold_sentence_targets,1.0
bc4a065c-b1ce-efe7-384c-2b884a55db6a,6c151392-cea0-433c-b55a-d1b4839f769a,64,15.0,manā,manā,He will pay 2 minas silver.,He will pay 2 minas silver.,train,gold_sentence_targets,1.0
