sentence_row_id,text_uuid,sentence_uuid,sentence_obj_in_text,line_number,source_sentence_raw,source_sentence_clean,target_sentence,target_sentence_clean,source_start_word_idx,source_end_word_idx_exclusive,boundary_method,source_start_word_idx_raw,source_start_idx_repaired,first_word_transcription,first_word_transcription_clean,first_word_match,split,provenance,trust_weight
33,c3b4e17f-2e5f-4e77-aff2-9f0af73c846b,da772bed-dff1-4510-b0b1-6e01f736d389,29,5.0,ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni,ú ka-zi-a 22 5 ŠE i-na ITU KAM ṣí-ib-tám ú-ṣa-áb ITU KAM ma-hu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni,,,26,39,marker_search,26,0,kaspam,kaspam,1,train,gold_sentence_pair_from_markers,1.0
34,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,501c95af-11c9-4fcb-948b-6c8219c95fa4,3,1.0,ú,ú,,,27,27,marker_search,27,0,kunuk,kunuk,1,valid,gold_sentence_pair_from_markers,1.0
35,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,f8e8c80f-8b1e-4d9f-8bcb-b3f8c2a02d1d,26,3.0,ú,ú,,,27,27,marker_search,27,0,manā,manā,1,valid,gold_sentence_pair_from_markers,1.0
36,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,63e11f13-935f-424e-ae4f-d9fae6b475df,87,12.0,ú,ú,,,27,27,marker_search,27,0,kaspam,kaspam,1,valid,gold_sentence_pair_from_markers,1.0
37,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,29597fd4-83f4-453e-ba3d-5ae3c19634d1,164,20.0,ú,ú,,,27,27,marker_search,27,0,ištu,ištu,1,valid,gold_sentence_pair_from_markers,1.0
38,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,9d967e77-027c-40d1-8916-b49166958ea3,186,24.0,ú,ú,,,27,27,marker_search,27,0,kunuk,kunuk,1,valid,gold_sentence_pair_from_markers,1.0
39,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,2fd9f03c-ea9a-4231-a54b-3473d649f74e,202,25.0,ú,ú,,,27,27,marker_search,27,0,ša,ša,1,valid,gold_sentence_pair_from_markers,1.0
40,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,5d31e961-5e5f-40b0-9b52-48afe769ac0d,226,28.0,ú,ú,,,27,27,marker_search,27,0,kunuk,kunuk,1,valid,gold_sentence_pair_from_markers,1.0
41,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,caf7da2b-1039-4ca6-afca-0cceef49f4b9,250,30.0,ú,ú,,,27,27,marker_search,27,0,iṣṣēr,iṣṣēr,1,valid,gold_sentence_pair_from_markers,1.0
42,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,14d65197-0d0b-484f-bac6-a930183383b4,312,38.0,ú,ú,,,27,27,marker_search,27,0,iṣṣēr,iṣṣēr,1,valid,gold_sentence_pair_from_markers,1.0
43,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,c46e1bd3-1e41-4f0a-9b26-b5876ee026ad,319,39.0,ú,ú,,,27,27,marker_search,27,0,ištu,ištu,1,valid,gold_sentence_pair_from_markers,1.0
44,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,354eed46-6ffd-4c31-a058-3cebb438ca05,331,40.0,ú,ú,,,27,27,marker_search,27,0,šumma,šumma,1,valid,gold_sentence_pair_from_markers,1.0
45,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,f0b87ab5-2bf4-4931-9988-552835f642bc,349,43.0,ú,ú,,,27,27,marker_search,27,0,kunuk,kunuk,1,valid,gold_sentence_pair_from_markers,1.0
46,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,9600cf5b-211b-491a-84ca-bf082910bf07,378,45.0,ú,ú,,,27,27,marker_search,27,0,iṣṣēr,iṣṣēr,1,valid,gold_sentence_pair_from_markers,1.0
47,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,6b796f75-b889-44b5-bac1-b5bdb3a868a9,403,49.0,ú,ú,,,27,27,marker_search,27,0,kunuk,kunuk,1,valid,gold_sentence_pair_from_markers,1.0
48,e20a13b7-d098-4d9f-9675-2eae5c4f9aad,92a15ab2-aada-4ce6-af68-48ffa1a2c8de,412,49.0,ú zu-ba a-na 24 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM-im ṣí-ib-tám ú-ṣa-áb ITU.KAM be-el-tí-É.GAL-lim li-mu-um ša qá-té šu-ḫu-bu-ur 8 ma-na KÙ.BABBAR i-ṣé-er šu-li DUMU PUZUR₄-a-be-eḫ e-lá-ma i-šu 1.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im a-na 1 ma-na-im ú-ṣa-áb li-mu-um ša qá-té ba-zi-a DUMU šé-ep-a-lim KIŠIB DINGIR-ba-ni DUMU ib-ni-lí KIŠIB a-šur-ma-lik DUMU PUZUR₄-a-šur KIŠIB i-dí-a-šur DUMU PUZUR₄-a-be-eḫ 4 GÚ 32 ma-na URUDU ḫa-bu-ra-ta-am i-ṣé-er i-dí-a-šur DUMU PUZUR₄-a-be-eḫ e-lá-ma i-šu iš-tù ḫa-muš-tim ša a-šur-re-ṣí a-na 14 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-t,ú zu-ba a-na 24 ha-am-ša-tim i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim lá iš-qú-ul 1 5 GÍN TA a-na 1 ma-na-im i-na ITU KAM-im ṣí-ib-tám ú-ṣa-áb ITU KAM be-el-tí-É GAL-lim li-mu-um ša qá-té šu-hu-bu-ur 8 ma-na KÙ BABBAR i-ṣé-er šu-li DUMU PUZUR4-a-be-eh e-lá-ma i-šu 1 5 GÍN TA ṣí-ib-tám i-na ITU KAM-im a-na 1 ma-na-im ú-ṣa-áb li-mu-um ša qá-té ba-zi-a DUMU šé-ep-a-lim KIŠIB DINGIR-ba-ni DUMU ib-ni-lí KIŠIB a-šur-ma-lik DUMU PUZUR4-a-šur KIŠIB i-dí-a-šur DUMU PUZUR4-a-be-eh 4 GÚ 32 ma-na URUDU ha-bu-ra-ta-am i-ṣé-er i-dí-a-šur DUMU PUZUR4-a-be-eh e-lá-ma i-šu iš-tù ha-muš-tim ša a-šur-re-ṣí a-na 14 ha-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-t,,,27,116,marker_search,27,0,ša,ša,1,valid,gold_sentence_pair_from_markers,1.0
49,54364e47-54dc-4022-9c48-9006a2fe1b53,ef4b94c0-2343-4450-8081-5235f52949df,43,8.0,ú,ú,,,36,36,marker_search,36,0,Enna-Suen,Enna-Suen,1,train,gold_sentence_pair_from_markers,1.0
50,54364e47-54dc-4022-9c48-9006a2fe1b53,52f09b00-8750-43c5-bf34-189bca56b250,47,8.0,ú,ú,,,36,36,marker_search,36,0,ištu,ištu,1,train,gold_sentence_pair_from_markers,1.0
51,54364e47-54dc-4022-9c48-9006a2fe1b53,803df48a-f0ba-4fbe-96bd-1567668fecaf,84,16.0,ú,ú,,,36,36,marker_search,36,0,išaqqal,išaqqal,1,train,gold_sentence_pair_from_markers,1.0
52,54364e47-54dc-4022-9c48-9006a2fe1b53,96efd11e-4209-4170-a0de-ff02ad17bbb3,89,17.0,ú,ú,,,36,36,marker_search,36,0,warkatam,warkatam,1,train,gold_sentence_pair_from_markers,1.0
53,54364e47-54dc-4022-9c48-9006a2fe1b53,0c05a847-5488-4159-abda-db879c34bdc1,107,22.0,ú,ú,,,36,36,marker_search,36,0,ṣibtam,ṣibtam,1,train,gold_sentence_pair_from_markers,1.0
54,54364e47-54dc-4022-9c48-9006a2fe1b53,086603b4-a9a3-4a5d-8af5-3f01a98129dc,111,23.0,ú en-na-sú-in ITU.KAM ma-ḫu-ur-ì-lí li-mu-um ša qá-té a-šur-na-da DUMU PUZUR₄-a-na 8 GÍN KÙ.BABBAR a-na 3 ḫa-am-ša-tim i-ša-qal 10 GÍN KÙ.BABBAR a-na 6 ḫa-am-ša-tim i-ša-qal 10 GÍN wa-ar-kà-tám a-na 10 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im i ITU.KAM ṣí-ib-tám ú-ṣa-áb KÙ.BABBAR ik-ri-bu ša a-šur,ú en-na-sú-in ITU KAM ma-hu-ur-ì-lí li-mu-um ša qá-té a-šur-na-da DUMU PUZUR4-a-na 8 GÍN KÙ BABBAR a-na 3 ha-am-ša-tim i-ša-qal 10 GÍN KÙ BABBAR a-na 6 ha-am-ša-tim i-ša-qal 10 GÍN wa-ar-kà-tám a-na 10 ha-am-ša-tim i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im i ITU KAM ṣí-ib-tám ú-ṣa-áb KÙ BABBAR ik-ri-bu ša a-šur,,,36,83,marker_search,36,0,kaspum,kaspum,1,train,gold_sentence_pair_from_markers,1.0
55,4aac0b6b-c7eb-4efb-b988-2df596dad287,7ffef80e-cdf4-4fea-9a8c-04129c65ad4e,2,1.0,a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU₁₀ DUMU i-dí-ba-ni 12 GÍN KÙ.BABBAR i-ṣé-er a-šùr-DU₁₀ DUMU i-dí-ba-ni en-na-sú-in i-šu ITU.KAM na-ar-ma-ak-a-šur li-mu-um e-lá-li DUMU i-ku-nim ṣí-ib-tám ki-ma,a-hu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-hi KIŠIB a-šur-DU10 DUMU i-dí-ba-ni 12 GÍN KÙ BABBAR i-ṣé-er a-šùr-DU10 DUMU i-dí-ba-ni en-na-sú-in i-šu ITU KAM na-ar-ma-ak-a-šur li-mu-um e-lá-li DUMU i-ku-nim ṣí-ib-tám ki-ma,,,4,33,first_word_obj_fallback,4,0,kunuk,kunuk,0,valid,gold_sentence_pair_from_markers,1.0
56,4aac0b6b-c7eb-4efb-b988-2df596dad287,88828d35-c3c2-44f0-9dd6-7974842beab0,32,5.0,a-wa-at kà-ri-im kà-né-eš,a-wa-at kà-ri-im kà-né-eš,,,34,36,first_word_obj_fallback,34,0,kaspam,kaspam,0,valid,gold_sentence_pair_from_markers,1.0
57,4aac0b6b-c7eb-4efb-b988-2df596dad287,2a476c68-8172-4cbd-916e-d18ea69cd0a7,44,9.0,ú-ṣa-áb,ú-ṣa-áb,,,37,37,first_word_obj_fallback,37,0,warḫum,warhum,0,valid,gold_sentence_pair_from_markers,1.0
58,4aac0b6b-c7eb-4efb-b988-2df596dad287,e3acdc73-1089-44e5-bf47-abfc18dbd0f5,48,10.0,ú-ṣa-áb,ú-ṣa-áb,,,37,37,first_word_obj_fallback,37,0,līmum,līmum,0,valid,gold_sentence_pair_from_markers,1.0
59,4aac0b6b-c7eb-4efb-b988-2df596dad287,8900e17c-3321-45c0-9439-71c9a820bc86,56,12.0,ú-ṣa-áb,ú-ṣa-áb,,,37,37,first_word_obj_fallback,37,0,ṣibtam,ṣibtam,0,valid,gold_sentence_pair_from_markers,1.0
60,624ec652-d489-482b-a557-27a3fa01273e,3e2293b8-31ea-4bc2-804e-faa90cdcff33,2,1.0,a-na ku-li-a ḫa-nu-nu ú-ṣur-ša-a-šur a-šur-lá-ma-sí a-na u-ṣú-ur-ša-a-šur qí-bi₄-ma um-ma pì-lá-aḫ-IŠTAR 0.3333,a-na ku-li-a ha-nu-nu ú-ṣur-ša-a-šur a-šur-lá-ma-sí a-na u-ṣú-ur-ša-a-šur qí-bi4-ma um-ma pì-lá-ah-IŠTAR 0 3333,,,1,11,marker_search,1,0,ana,ana,0,valid,gold_sentence_pair_from_markers,1.0
